key,title,doi,year,first_author,type,venue,decision,exclusion_criterion,justification,llm_base,adaptation_technique,fine_tuning_method,dataset,output_format,evaluation_method,personalization,educational_level,rq_coverage,key_findings
SJ4VGYEX,"AI for All: Adaptive, Accessible, and Inclusive Learning Experiences in the Age of Intelligent LMSs",10.3390/info17020216,2026,Angeioplastis,journalArticle,Information (Switzerland),IN,,"Meets all inclusion criteria: published in 2026 (CI1), in English (CI2), journal article in MDPI Information (CI3), uses LLMs to generate multimodal didactic materials from a textbook (summaries, slide decks, quizzes, narrated media, chatbot) within an LMS (CI4), employs structured prompting and RAG as central techniques of the generative pipeline (CI5), and full text available (CI6). Not a systematic review or editorial. Not in the medical domain. The PREPARE system integrates a complete GenAI pipeline with adaptive personalisation and generation of multiple educational formats, closely aligned with the scope of this thesis.",GPT-4 (implicit via OpenAI API); GenAI models not explicitly specified,"Structured prompting (quota-aware orchestration, chapter-to-unit pipeline) + RAG (chatbot grounded in course material) + adaptive delivery based on learner profiling FSLSM/ILS + Moodle logs",,University course PDF textbook (single authoritative source); student Moodle interactions for learner modeling,"Chapter summaries, structured notes, slide decks, formative quiz items, video mini-lectures with captions, podcast-style audio, AR activities, conversational chatbot","Mixed-methods: system-level validation (deployment completeness, instrumentation readiness, scalability), pre-registered evaluation design with metrics for engagement, interaction diversity, and perceived accessibility; empirical outcomes pending classroom deployment",yes,"Higher education (university, deployed in Moodle with university students)",RQ1; RQ2; RQ3; RQ4; RQ5; RQ6,"PREPARE demonstrates that a GenAI end-to-end pipeline integrated into a mainstream LMS (Moodle) can transform a single PDF textbook into an adaptive multimodal learning ecosystem covering summaries, slides, quizzes, audio, AR, and a RAG chatbot, with non-prescriptive personalisation based on FSLSM and Moodle logs. System-level validation confirms technical feasibility and deployment readiness; reduction of instructor authoring effort and improvements in accessibility and inclusivity are expected outcomes pending empirical classroom validation. The system operates under GDPR compliance and anticipates the EU AI Act."
SJNJZUQX,A Readability-Driven Prompting Framework for Accurate Grade-Specific EFL Narrative Creation,10.14569/IJACSA.2026.0170109,2026,Marbun,journalArticle,International Journal of Advanced Computer Science and Applications,IN,,"Meets all inclusion criteria: published in 2026 (CI1), in English (CI2), journal article in IJACSA (CI3), uses LLM (GPT-4o-mini) to generate narrative didactic materials in EFL (CI4), applies prompt engineering comparing three strategies (IBP, CKCP, and the proposed RDP) with an emphasis on readability-driven prompting (CI5), and full text available (CI6). Not a review or editorial. Proposes a novel prompting framework (Readability-Driven Prompting) that integrates readability constraints (Flesch-Kincaid, Dale-Chall), CEFR guidelines, and few-shot exemplars to control the difficulty level of narratives generated for EFL learners at 7th grade (A1-A2) and 10th grade (B1-B2).",GPT-4o-mini,Prompt engineering (few-shot readability-driven prompting with CEFR constraints and level exemplars; compared against Instruction-Based Prompting and CEFR Keyword-Constrained Prompting),,600 synthetically generated narratives (3 methods x 2 grade levels x 100 narratives); human evaluation with 30 Japanese students from Tokyo Denki University,"Educational narratives in English (text format, 200-300 words, EFL subject matter)","Automatic readability metrics (Flesch-Kincaid Reading Ease, Dale-Chall); CEFR lexical analysis (SpaCy, NLTK, CEFR-J list); human evaluation survey (6 Likert items, n=30) in a mobile storytelling application (Unity)",yes,"Secondary education (7th grade, A1-A2 CEFR; 10th grade, B1-B2 CEFR), EFL learners",RQ2; RQ3; RQ5; RQ6,"RDP outperforms IBP and is comparable to CKCP in readability control at the beginner level (7th grade): it is the only method that consistently falls within the target Flesch-Kincaid band of 70-79. At the intermediate level (10th grade), RDP is the only method that falls within the target FRE band of 50-59, although CKCP outperforms it on Dale-Chall. Human evaluation confirms that RDP narratives are comprehensible, natural, and motivating (means >= 4.2/5 on 5 of 6 items). The study shows that incorporating readability metrics and few-shot exemplars into the prompt enables scalable control of textual difficulty level without fine-tuning."
TD86FYPU,AdaptLearn AI: A Generative AI Framework for Bidirectional Personalization in Education,10.1109/CIACON65473.2025.11189627,2025,Gupta,conferencePaper,"Int. Conf. Compu., Intell., Appl., CIACON",IN,,"The article presents AdaptLearn AI, a generative AI framework for K-12 and higher education that uses GPT-4 (with RAG and few-shot prompting) and LLaMA-2-7B (with 4-bit quantisation) to generate personalised didactic materials (rubrics, STEM exercises, lesson summaries, IEPs). Meets all inclusion criteria: LLMs as a central component (CI1), clear educational context (CI2), documented adaptation methods (RAG + few-shot prompting + lightweight fine-tuning) (CI3), explicit generation of didactic materials (CI4), published in 2025 (CI5), and accessible via IEEE Xplore with USAL licence (CI6). No exclusion criteria apply.",GPT-4; GPT-4-0613; LLaMA-2-7B,RAG; few-shot prompting; fine-tuning (4-bit quantization); chain-of-thought prompting; zero-shot generalization,LLaMA-2-7B with 4-bit quantization via Hugging Face TGI (lightweight fine-tuning for teacher tools); GPT-4 used via API with structured prompting,Synthetic cohort of 50 GPT-4 personas; pilot with 5 teachers and 15 students in 5 high schools; 100 essays evaluated by humans as gold standard; syllabus PDFs from real curriculum,assessment rubrics; adaptive STEM exercises; lesson summaries; individualised education plans (IEP); automated feedback,BERTScore (F1); nDCG@5 for RAG pipeline; Likert-scale surveys (teacher/student satisfaction); API latency benchmarks; expert review (Bloom's taxonomy alignment); A/B pilot testing,yes,"K-12 and higher education (primary focus on STEM, high school, and university)",RQ2; RQ3; RQ4; RQ5; RQ6; RQ7,"AdaptLearn AI achieves 89% satisfaction in pilots, a 37% reduction in teacher planning time, and a 22% improvement in quiz scores compared to workflows without AI. The RAG pipeline reaches nDCG@5=0.89, a 23.6% improvement over baseline. The bidirectional architecture, based on real-time synchronisation between the teacher module (RAG+GPT-4) and the student module (few-shot LLaMA), demonstrates synergistic benefits: reducing the teacher's administrative load amplifies student engagement by 22%. The 4-bit quantisation of LLaMA-2-7B enables local deployment with inference control, reducing latency to 210ms (p95)."
UET6YCKS,Building Intelligent Educational Agents: A Scalable LLM-Based Framework for Assessment Generation,10.1016/j.procs.2025.09.532,2025,Gahar,conferencePaper,Procedia Comput. Sci.,IN,,"The paper proposes ClassQuiz, a scalable LLM-based framework that uses fine-tuning, prompt engineering, and RAG to automatically generate educational assessments (quizzes/exercises) in an educational context. It implements a concrete method with GPT variants and BERT, evaluates output quality, and targets personalized assessment generation for students.",GPT (GPT variants); BERT,fine-tuning; RAG; prompting,SFT,Conversations dataset built from educational materials and past assessments (domain-specific corpus for ClassQuiz platform),quiz; exercise,human; LLM-judge,yes,general,RQ1; RQ2; RQ3; RQ4; RQ5; RQ6; RQ7; RQ8,"The ClassQuiz framework combining fine-tuned GPT, prompt engineering, and RAG can generate high-quality, contextually relevant educational assessments tailored to individual student profiles and learning goals. Future work highlights limitations including lack of multimodal support and the need for more sophisticated fine-tuning to improve contextual relevance."
UHBJ5Z7T,Agentic AI Quiz-Based Learning System: Enhancing MCQ Generation via Long-Context Cached Retrieval-Augmented Generation,10.1109/FIE63693.2025.11328160,2025,Sreekanth,conferencePaper,Proc. Front. Educ. Conf. FIE,IN,,"Conference paper (FIE 2025) that directly addresses LLM-based MCQ generation for engineering education using an agentic RAG architecture with long-context caching. Satisfies CI1 (2025), CI2 (English), CI3 (conference paper), CI4 (LLM for didactic material generation), CI5 (RAG + prompting: Corpus-in-Context and context caching), and CI6 (full text available). No medical/health content. Not a review/survey.",Gemini 1.5 Flash (1M-token context); GPT-4o; Claude Sonnet 3.7; Grok-3 (dataset generation),Agentic RAG with long-context caching; Corpus-in-Context (CiC) prompting; prompt caching (100k-1M token cache); metadata-conditioned prompt engineering by difficulty level,,"4,404 MCQs on multidisciplinary AI topics (Machine Learning, Generative AI, Neural Networks); curated from SanFoundry, Simplilearn, InterviewBit, HackerKareer, Kaggle; expanded with Grok-3 deterministic generation; split 80/20 train/test (3,523 / 881 questions)","Multiple-choice questions (MCQs) with question stem, four choices, correct answer, explanation, difficulty level, and topic metadata","Exact Match, Faithfulness, Hallucination rate, Explanation Similarity (BERTScore, BLEU, ROUGE), Context Recall, Uncertainty/Certainty; McNemar's test for statistical significance; Cohen's d for effect size; 150-question benchmark subset",partial,Higher education / engineering undergraduates (FAANG-level AI interview preparation),RQ2; RQ3; RQ5; RQ6; RQ7,"Long-context cached RAG (1M-token Gemini Flash) achieved 93.33% MCQ accuracy vs. 78% baseline (raw), with progressive gains through chunking (84%) and caching (89.33%). High Faithfulness (0.896) and ExactMatch (0.933) confirm reliable answer generation. GPT-4o reached 94% (highest accuracy) and Claude 3.7 led in Certainty (0.9). Combining long-context windows with prompt caching and modular agentic orchestration mitigates RAG fragmentation and hallucination, enabling scalable, personalized quiz generation for engineering education."
VLL2FSFL,LLM-based Maritime Training Feedback System: Implementing RAG-Enhanced Assessment Analysis with STCW Compliance,10.12716/1001.19.03.16,2025,Baradziej,journalArticle,TransNav,IN,,"Journal article (2025, TransNav) in English presenting a RAG-enhanced automated feedback system for maritime professional training. Uses Mistral-7B optimized with QLoRA plus RAG (FAISS vector store) and prompt engineering (zero-shot, few-shot, structured templates) to generate STCW-compliant feedback on assessment questions. Covers CI4 (LLM for didactic material generation/feedback), CI5 (RAG + QLoRA + prompting), and all formal inclusion criteria. Domain is maritime vocational education, not medical/health, so CE3 does not apply.",Mistral-7B,"RAG (FAISS vector store with STCW competency documents) + QLoRA (4-bit quantization, LoRA rank=8 alpha=16 targeting attention modules) + prompt engineering (zero-shot, few-shot, structured templates)",QLoRA (parameter-efficient fine-tuning via 4-bit quantization with Low-Rank Adaptation for local deployment optimization),STCW competency documents and maritime assessment questions structured into a FAISS vector store; student assessment responses used for evaluation,Structured automated feedback (text) for multiple-choice and short essay maritime assessment questions; includes answer diagnosis graphs for essay responses,"STCW concept coverage metric (% of key STCW concepts present in generated feedback; structured templates achieved 85%); response time benchmarks (<15s for all questions); expert maritime instructor ratings for feedback quality; comparative analysis across zero-shot, few-shot, and structured prompt templates",partial,Higher/professional vocational education (maritime training for seafarers under STCW Convention standards),RQ1; RQ2; RQ3; RQ4; RQ5; RQ6,"RAG-enhanced Mistral-7B with QLoRA generates STCW-compliant feedback achieving 85% concept coverage with response times under 15 seconds. QLoRA reduced memory requirements from >14GB to ~4GB enabling consumer-grade hardware deployment. Structured prompt templates outperform zero-shot (65%) and few-shot (78%) approaches for regulatory compliance. RAG retrieval of domain-specific regulatory content is essential for standards-aligned feedback in specialized educational domains. Prompt engineering design is critical: structured templates produce pedagogically sound, organized feedback superior to simpler prompting strategies."
VMK6NZN2,EduCraft: A System for Generating Pedagogical Lecture Scripts from Long-Context Multimodal Presentations,10.1145/3746252.3761578,2025,Wang,conferencePaper,CIKM - Proc. ACM Int. Conf. Info. Knowl. Manage.,IN,,"Meets all inclusion criteria: published in 2025 (CIKM), in English, ACM conference article, uses LLMs (GPT-4V, Qwen2.5-VL-72B, GPT-4o, Claude 3.7 Sonnet, DeepSeek-V3) to generate didactic material (lecture scripts from multimodal presentations), applies structured prompting (instruction-guided workflows) and optional RAG, with automatic and human evaluation of educational quality. Not a review, not an editorial, not medical.",GPT-4V; Qwen2.5-VL-72B; GPT-4o; Claude 3.7 Sonnet; DeepSeek-V3,Instruction-guided prompting with VLM workflow (holistic VLM) and Caption+LLM workflow (two-stage); optional RAG for external factual grounding,,"20 university presentations from the MAIC platform (10 English, 10 Chinese), 272 slides in total; human evaluation with 20 presentations from 4 university courses (320 slides)","Lecture scripts (structured classroom scripts for oral presentation), narrative text format per slide with global coherence","Comparative human evaluation (ranking by 10 annotators on Consistency, Readability, Coherence); multi-dimensional automatic metrics: Content Relevance, Expressive Clarity, Logical Structure, Audience Engagement, Narrative Flow, Information Hierarchy, Conceptual Integration, Thematic Consistency, Cross-referencing",partial,"Higher education (university courses across various disciplines: Humanities, STEM, Social Sciences)",RQ1; RQ2; RQ3; RQ4; RQ5,"EduCraft significantly outperforms iterative baselines and teacher-refined scripts on all three human evaluation metrics (Consistency, Readability, Coherence). The modular architecture with holistic pedagogical instruction, rather than slide-by-slide processing, is key for maintaining long-range coherence. Optional RAG integration improves factuality but may reduce narrative clarity. The Caption+LLM workflow yields competitive results with greater model flexibility. The ablation study confirms that the Multimodal Content Grounding module is the most critical component (impact -0.11 on Comb)."
WCTL7UZ8,EduAgent: A Multimodal Chatbot Framework for Enhancing Interactive Learning in Electrical and Electronics Engineering Education,10.5815/ijmecs.2026.01.07,2026,Shahad,journalArticle,International Journal of Modern Education and Computer Science,IN,,"Journal article (2026, English) presenting EduAgent, a multimodal chatbot for Electrical and Electronic Engineering education. Applies supervised fine-tuning (SFT) on Llama-3.1-8B and Llama-3.2-3B with a proprietary conversational dataset of 596 four-turn examples, along with few-shot prompting and RAG-style image retrieval (BM25 + TF-IDF). Meets CI1-CI6: year 2026, English, journal article, LLM for education, FT+prompting+retrieval, full text available. Not an editorial, not a systematic review, not medical.",Llama-3.1-8B-Instruct; Llama-3.2-3B-Instruct; GPT-4o,"Supervised fine-tuning (SFT) with a synthetic conversational dataset generated by GPT-4o; few-shot prompting (zero-shot, one-shot, three-shot); image retrieval via BM25 and LangChain TF-IDF Retriever (RAG-like)","SFT (Supervised Fine-Tuning) with implicit PEFT/LoRA (adamw 8bit optimizer, efficient fine-tuning parameters; PEFT/LoRA mentioned in the background section)","Proprietary dataset: 596 four-turn conversations on EEE topics (Electronic Components, Power Electronics, Amplifiers, Digital Electronics, Transistors, etc.) generated with GPT-4o; 118 EEE images collected from GeekForGeeks, Hackatronic, Researchgate",Multimodal responses: step-by-step pedagogical text plus a relevant image retrieved from a vector store,"Automatic metrics: BLEU, ROUGE, BERTScore; human evaluation by educators and subject-matter experts on 4 dimensions: correctness, completeness, conciseness, engagement; image evaluation on relevance and understandability",partial,"Undergraduate (Electrical and Electronic Engineering, university level)",RQ2; RQ3; RQ4; RQ5; RQ6; RQ7,"EduAgent combines SFT on Llama-3 with few-shot prompting and an image retriever to generate multimodal pedagogical responses in EEE. Few-shot prompting with Llama-3.1-8B outperformed GPT-4o on conciseness and engagement according to human evaluation. The TF-IDF retriever from LangChain was superior to BM25 for relevant image retrieval. The system still lacks individual personalisation, proposed as future work together with improved mathematical support."
WMYPP7HI,Personalized Assessment in Education: Enhancing MCQ Generation Using Advanced AI and Contextual Learning Models,10.1109/CCUBE66458.2025.11340281,2025,Londhe,conferencePaper,"Int. Conf. Circuits, Controls Commun., CCUBE",IN,,"Meets all inclusion criteria: (CI1) published in 2025 at CCUBE 2025; (CI2) in English; (CI3) IEEE conference article; (CI4) proposes the PAMGen framework for automatic generation of personalised educational MCQs using LLMs; (CI5) employs RAG for external knowledge retrieval, advanced prompting (Chain-of-Thought and Self-Refine), and GPT-4 as the base model; (CI6) full text available. Not a review or survey, not medical. The topic fits directly within the scope of the TFM: generation of didactic material (MCQs) with LLMs + RAG + structured prompting + personalisation according to student profile.",GPT-4,"RAG + prompt engineering (Chain-of-Thought reasoning, Self-Refine prompting)",,"Curated dataset of MCQs designed by instructors and generated by students, categorised by difficulty (Bloom's taxonomy) and domain; dynamic external knowledge base retrieved via RAG","Multiple-choice questions (MCQs) with stem, correct answer, and distractors; categories: math-based, concept-based, coding-based","Human evaluation (3 subject-matter experts) and automatic evaluation (LLM-as-judge) on 5 criteria: Grammatical Fluency, Answerability, Diversity, Complexity, Relevance",yes,"Higher education / university (engineering, computer science)",RQ1; RQ2; RQ3; RQ4; RQ5; RQ6,"PAMGen combines GPT-4 with RAG and prompting techniques (CoT and Self-Refine) to generate personalised MCQs adapted to difficulty and pedagogical objectives. Concept-based and coding-based MCQs achieve high scores in grammatical fluency and relevance in both human and automatic evaluation. Math-based MCQs show lower answerability and complexity, indicating an area for improvement. The adaptive feedback mechanism allows questions to be iteratively refined according to student performance, producing a personalised and scalable learning experience."
WT5M6A7B,Research on the construction and application of intelligent tutoring system for english teaching based on generative pre-training model,10.1016/j.sasc.2025.200232,2025,Feng,journalArticle,Systems and Soft Computing,IN,,"Journal article (2025, English) that constructs an intelligent tutoring system for English teaching using GPT-based generative pre-training models with fine-tuning on English teaching domain data. Directly addresses LLM adaptation (CI5: fine-tuning), didactic material generation (CI4), personalization via learner profiles, and multi-format output (exercises, dialogues, feedback, summaries). All inclusion criteria met.",GPT-based generative pre-training model; BERT; RoBERTa; BART; UniLM; T5; Pegasus,Fine-tuning of GPT-based pre-trained models on English teaching domain data; learner-profile-driven adaptive difficulty adjustment,"Supervised fine-tuning of generative pre-trained models (BERT/UniLM/GPT-based) on downstream English teaching tasks (text classification, similarity, generation); UNILMv2 fine-tuning with LSTM fusion","Public English corpora (BNC, COCA); student learning data from online platforms and offline test scores; CNN/DailyMail and XSum datasets for evaluation","Exercises (grammar, vocabulary, listening, speaking, writing), dialogue-based tutoring, instant feedback and corrections, reading materials and abstracts, personalized learning paths","ROUGE-1, ROUGE-2, ROUGE-L metrics on CNN/DailyMail and XSum; ablation study on system modules; empirical user study measuring improvement in reading comprehension (+35%), writing (+30%), speaking fluency (+25%), learner engagement (+40%), learning satisfaction (+40%)",yes,Higher education / adult English language learners (university context implied; system generalizable),RQ2; RQ3; RQ4; RQ5; RQ6; RQ7,"A GPT-based ITS for English teaching fine-tuned on domain data builds detailed learner profiles (proficiency scores, learning history, self-reported preferences) and dynamically generates personalized exercises and feedback. Fine-tuned generative pre-training models outperform BART, Pegasus, T5, and FASUM baselines on ROUGE metrics. The system achieves +35% reading comprehension, +30% writing skill, +25% speaking fluency, and +40% learner engagement improvement over traditional teaching. Semantic perceptual attention and knowledge graph modules are key contributors to output quality."
XJAYUVE2,Intelligent teaching design assistant for primary mathematics: A large language model-driven framework with retrieval-augmented generation and problem-chain pedagogy,10.29333/iejme/17447,2026,Tang,journalArticle,International Electronic Journal of Mathematics Education,IN,,"Journal article (2026, CI1+CI3) in English (CI2) with full text available (CI6). Proposes an instructional design assistant system for primary school mathematics based on LLMs with RAG and a multi-agent architecture (CI4+CI5). Uses RAG over curricular knowledge bases, pedagogical strategies, and student profiles to generate lesson plans of superior quality compared to generic LLMs (CI5). Not a review and not a medical article.","GPT (version unspecified, accessed via the Coze platform); generic Large Language Model as baseline","RAG (Retrieval-Augmented Generation) with multiple knowledge bases (curriculum, teaching strategies, student profiles); multi-agent architecture (process planner + student simulator); problem-chain pedagogy prompting",,"Ad hoc knowledge bases: Curriculum Knowledge Base (curricular standards), Teaching Strategy Base (pedagogical strategies), Student Learning Style Base (student profiles); content from Grade 5 primary school mathematics (unit: multiplication of decimals)","Lesson plan / teaching design (exportable Word document) structured with teaching objectives, problem chains, activities, and assessment","Quasi-experiment with 34 primary school teachers (N=34): comparison of Task 1 (generic LLM) vs Task 2 (intelligent assistant); evaluation by 3 expert teachers using a multidimensional rubric (objectives, content, strategies, problem chains, activities, usability, assessment); post-use TAM questionnaire (5-point Likert, 14 items); semi-structured interviews; paired t-test",partial,"Primary education (5th grade, 11-12 years old)",RQ1; RQ2; RQ3; RQ4; RQ6; RQ7,"The intelligent assistant significantly outperformed the generic LLM on overall lesson plan quality (Task 2: M=5.83 vs Task 1: M=3.67, p<0.01). The greatest improvements were observed in problem-chain design (ΔM=2.45), teaching objectives (ΔM=2.07), and usability (ΔM=2.99). Teachers reported high ease of use (M=4.72) and satisfaction (M=4.29). RAG over curricular knowledge bases was the key factor in reducing cognitive load and increasing the contextual accuracy of the generated content. Limitations: small sample, single grade and subject."
XLHXSFWP,RAG Technology to Develop and Evaluate an Automatic Generation System for Similar Problems with Adjustable Difficulty,10.1109/InCIT66780.2025.11276052,2025,Takeuchi,conferencePaper,"Proc. - Int. Conf. Inf. Technol., InCIT",IN,,"Conference paper (2025, IEEE InCIT) that directly addresses LLM+RAG for automatic generation of analogous educational problems with adjustable difficulty. Uses GPT-4.1 via RAG with few-shot prompting and user-subjective difficulty feedback. Meets CI1 (2025), CI2 (EN), CI3 (conference paper), CI4 (LLM for didactic material generation), CI5 (RAG + prompting), CI6 (full text available). No medical/health content. Covers RQ2 (RAG), RQ3 (prompt engineering/few-shot), RQ5 (output format: MCQ), RQ6 (quality/validity evaluation), RQ7 (difficulty-based personalization).",GPT-4.1 (OpenAI Chat Completions API),RAG (Retrieval-Augmented Generation) with cosine similarity threshold for chunk retrieval + few-shot prompting using user-approved conforming problems as examples,,"Custom Background Knowledge DB built from first-year university information science course materials (educational materials chunked at item/section level, vectorized with OpenAI text-embedding-3-large); Conforming Problems and Subjective Evaluations DB of user-validated analogous problems","Multiple-choice questions (MCQ) with two correct answers, answer options, and explanation","Conforming problem rate (difficulty agreement on 7-point subjective scale); problem validity rate (correctness of answer count, clarity, format adherence); quality assessment on 5-point scale (similarity, scope adherence, naturalness); experiments: preliminary threshold optimization + author self-validation + third-party evaluation with 3 students",yes,University undergraduate (first-year information science courses),RQ2; RQ3; RQ5; RQ6; RQ7,"RAG with cosine similarity threshold 0.5 achieves 100% scope/naturalness adherence and 90.5% problem validity rate. Incorporating user subjective difficulty evaluations as few-shot examples improves difficulty conforming rate from 38.1% (diagnostic phase) to 81.0% (exercise phase). The feedback loop progressively calibrates difficulty to the user's subjective intent, reducing instructor burden in problem creation while maintaining educational scope integrity."
YBVDH66Q,Optimization and Application of Generative AI Algorithm Based on Transformer Architecture in Adaptive Learning,10.3390/info17010086,2026,Liu,journalArticle,Information (Switzerland),IN,,"Meets all inclusion criteria: published in 2026 (CI1), in English (CI2), journal article in Information MDPI (CI3), applies LLM (LLaMA-2-13B) to generate personalised didactic content in an adaptive learning system (CI4), uses fine-tuning with LoRA + instruction fine-tuning + dynamic prompting (CI5), full text available (CI6). Not a review and not an editorial.",LLaMA-2-13B,LoRA (Low-Rank Adaptation) + instruction fine-tuning + dynamic prompt construction,"LoRA (Low-Rank Adaptation, rank=8) applied to the Q and V attention matrices; supervised instruction fine-tuning with a proprietary educational dataset; no RLHF","Proprietary educational dataset built ad hoc: approximately 150,000 text fragments (mathematics, physics, English; Chinese secondary education) obtained from digital educational platforms, question banks, and student logs","Generated text: adaptive responses to questions, explanations, and personalised feedback on student errors","BLEU, ROUGE-L (>0.9); quasi-experimental pre/post-test with 34 students in the experimental group vs. 34 in the control group; response latency and resource utilisation metrics",yes,Secondary education (junior high to senior high school),RQ2; RQ3; RQ4; RQ5; RQ6; RQ7,"The method integrates LoRA fine-tuning, instruction fine-tuning, and a dynamic prompt mechanism on LLaMA-2-13B to generate personalised educational content. It surpasses BLEU and ROUGE-L > 0.9 and reduces latency compared to traditional fine-tuning. The experimental group achieved a post-test score of 82.4 versus 76.1 for the control group. The system incorporates a wrong question guidance module and knowledge graph embedding for intelligent feedback. Limitations include deficiencies in multimodal fusion and modelling of long-term learning trajectories."
Z7QSMYC5,Aduvia: A Multi-Purpose AI-Powered Learning Management System (LMS),10.1109/NILES68063.2025.11231978,2025,Megahed,conferencePaper,"Novel Intell. Lead. Emerg. Sci. Conf., NILES - Proc.",IN,,"The article presents Aduvia, an AI-powered LMS that uses Llama 3.3 as its central LLM combined with RAG, structured prompt engineering, and fine-tuning for educational interactions. It generates didactic material (automatic quizzes, personalised contextual responses) in a real educational environment. Meets CI1 (Llama 3.3 as central LLM), CI2 (explicit educational context), CI3 (RAG + prompt engineering + fine-tuning), CI4 (quiz generation and didactic dialogue), CI5 (NILES2025), and CI6 (access via IEEE Xplore/USAL). Not a review (CE2), not biomedical (CE3), and the LLM is indispensable to the main contribution (not CE5).",Llama 3.3; Llama 3.0 (comparison),RAG; prompt engineering; fine-tuning; semantic chunking; e5-base-v2 embeddings,Fine-tuning not specified in detail; mentioned as 'fine-tuned for educational interactions' alongside RAG as the main adaptation technique,"Educational content uploaded by users (PDFs, images, slides); processed via OCR (Tesseract v4.1.1) and semantic chunking; stored in FAISS with metadata in MongoDB",Conversational dialogue; automatic quizzes; contextual responses in HTML/MathJax,"Cosine similarity (e5-base-v2 vs MiniLM); precision/recall/F1 on relevance classification (P=0.85, R=0.92, F1=0.88); response latency benchmarks (streaming vs non-streaming); comparison of Llama 3.3 vs Llama 3.0",partial,Not specified (higher education implicitly assumed from the university context of the authors and the use of an LMS),RQ2; RQ3; RQ4; RQ6; RQ7,"Aduvia demonstrates that RAG with Llama 3.3 and e5-base-v2 embeddings outperforms MiniLM in semantic retrieval (F1=0.88 vs threshold 0.65) and reduces latency by 30-40% compared to Llama 3.0. The integration of semantic chunking, FAISS indexing, and structured prompt engineering enables personalised educational dialogue generation and real-time automatic quizzes within a unified LMS pipeline."
ZM9NND8Q,Dynamic-rag: a multimodal emotion-aware prompting and retrieval-augmented LLM framework for autism support in adaptive learning systems,10.1007/s11135-026-02715-z,2026,El Ayat,journalArticle,Quality and Quantity,IN,,"Meets all inclusion criteria: published in 2026 (CI1), in English (CI2), journal article in Quality & Quantity (CI3), uses LLMs to generate and adapt personalised educational material for autistic learners (CI4), combines RAG and dynamic prompting as main techniques (CI5), full text available (CI6). No exclusion criterion applies: it is not an editorial or review/survey (it is a system study with empirical evaluation), the scope is not clinical medical/health (it is inclusive education/neurodevelopment), and LLMs are used as a central component.",GPT-4o-mini (gpt-4o-mini-2024-07-18),"Adaptive RAG (state-conditioned retrieval with dynamic depth k∈{3,5,7}) + Dynamic Prompting Engine (real-time adjustment of instructions, difficulty and tone based on multimodal Pedagogical Readiness Score)",,"GSM8K (elementary school mathematics, grades 3-5); domain-specific knowledge corpus retrieved via BM25+TF-IDF; real-time multimodal signals (EEG theta/beta, eye-tracking, facial valence-arousal) used to compute the PRS","Explanatory textual responses adapted in length, structure and conceptual complexity (scaffolded vs. abstract) according to the learner's readiness level","Exact Match (EM), Token F1, TF-IDF Semantic Similarity; hallucination rate (binary manual annotation by two experts, Cohen's κ=0.84); pedagogical alignment score; bootstrap CI (B=2000); McNemar's test; retrieval latency",yes,"Primary (grades 3-5, mathematics); target population: students with Autism Spectrum Disorder (ASD)",RQ2; RQ3; RQ4; RQ5; RQ6,"DYNAMIC-RAG combines RAG with a dynamic prompting engine guided by a multimodal Pedagogical Readiness Score (PRS) covering engagement, valence-arousal, and clinical indicators. Retrieval depth and generation parameters adapt in real time to the learner's cognitive-affective state. Compared to a baseline GPT-4o-mini: +17.5 pp in Exact Match (47.5% to 65%), +0.068 Token F1, and a 68.2% reduction in hallucinations (45% to 14.3%). Low-readiness learners benefit more (+28.6 pp) than high-readiness ones (+9.1 pp). Mean latency is 1.48 s, preserving real-time response. The study is a proof-of-concept (n=40 queries); the authors acknowledge the need for confirmatory validation at larger scale."
ZXQJ3N5T,Empowering Education with AI: Automating Content Generation through Large Language Models,10.18178/ijiet.2025.15.9.2401,2025,Attard,journalArticle,International Journal of Information and Education Technology,IN,,"Meets all inclusion criteria: (CI1) GPT-4 is the central LLM of the system; (CI2) explicit educational context covering ITS, lesson plans, quizzes, and study guides; (CI3) empirical method with quantitative evaluation (96% accuracy) and an educator survey (85% adoption); (CI4) direct generation of multi-format educational material adapted to the learner; (CI5) published in 2025; (CI6) Open Access CC BY 4.0. The techniques used (fine-tuning and prompt engineering on GPT-4, with RAG and RLHF mentioned as future work) and the evaluation of personalisation and quality directly address the mapping's PICOC and RQs.",GPT-4; T5; BERT,fine-tuning; prompt engineering; RAG (mentioned as future work); RLHF (mentioned as future work),Fine-tuning of GPT-4 for specific educational tasks using domain data; prompt iteration for output refinement,Not explicitly specified; curated educational domain data; human annotators used to mitigate biases in training data,lesson plans; quizzes; study guides; complete curricula; interactive exercises; personalised feedback,accuracy rate (96% validated by educators); teacher adoption survey (85% likelihood); human evaluation by educators; alignment with Bloom's taxonomy,yes,"Multiple levels: primary, secondary and higher education; cognitive complexity adapted to the student's level",RQ1; RQ2; RQ3; RQ4; RQ5; RQ6; RQ7,"A GPT-4-based system with fine-tuning and prompt engineering achieved 96% accuracy in educational content generation as validated by teachers, and an 85% probability of adoption. The system generates lesson plans, quizzes, and study guides adapted to the student's cognitive level following Bloom's taxonomy, demonstrating scalability and personalisation. LMS integration via API is feasible. The main challenges are occasional hallucinations, biases in training data, and unequal technological access. Future work includes RAG, RLHF, and multimodal inputs."
